dataset_uri,title,modified,issued,publisher_uri,license,language,spatial,keyword,num_languages,num_keywords,domain,country,has_license,is_open_license,has_coordinates,description_length,description,has_temporal,temporal_start,temporal_end,is_machine_readable,format,publisher_name,has_keywords,is_multilingual,has_multilingual
http://data.europa.eu/88u/dataset/06b5e5c2-df41-1e85-1128-f8253aabbc21,Flood hazard map Trier – Level 11.70 m – Flood hazard map Trier – Level 11.70 m,2023-11-28,,nodeID://b5827512510,,,nodeID://b5827512548,Druckwasser | Hochwasser | Hochwassergefahrenkarte | Hochwasserschutzkonzept | Pegel | Trier | infoMapAccessService | inspireidentifiziert | Überflutung | Überflutungsflächen,0,10,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/68b08e3d-9325-4dbe-9593-ff3e9d079e73,Lake flood lines Land Salzburg,2024-05-14T00:00:00,,nodeID://b5854636182,,,,Gewässer | HighValueDataset | Wasser,0,3,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/flood-map-flood-zone-3333,Flood Map: Flood Zone 3,,,nodeID://b2832800970,,,,Natural risk zones,0,1,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/http-catalogue-georisques-gouv-fr-id-9433a0ca-ca3d-42eb-b79b-712ac34119b2,Territory at risk of flooding (TRI) of the GIS Flood Directive - Guadeloupe - 2013 report,,,https://www.data.gouv.fr/organizations/66601e784637c6bfa87b06ca,,,,cartographie | directive-inondation | donnees-ouvertes | georisques | gestion-du-risque-dinondation | inondation | risque | surface-inondable | territoire-a-risque-dinondation,0,9,floods,france,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/5e9d5c610a3221a4c418094b,Belfort-Montbéliard Area at Significant Flood Risk (TRI),,,https://www.data.gouv.fr/organizations/5835d0a088ee3842afc65bb3,,,,directive-inondation | dreal-bfc | inondation | zones-a-risque-naturel,0,4,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/integralna-karta-razredov-poplavne-nevarnosti-ikrpn,Integrated map of flood hazard classes (IKRPN),,,nodeID://b5832635648,,,,Območja nevarnosti naravnih nesreč,0,1,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/north-lincolnshire-council-flood-risk-areas-strategic-flood-risk-assesment-sfra2,North Lincolnshire Council Flood risk areas - Strategic Flood Risk Assesment (SFRA),,,nodeID://b1949786435,,,,Areas | Assesment | Flood | Hydrography | Land use | Management | Risk | SFRA | Stratergy,0,9,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/5ea22d17dfde7bf8806a9dd1,Perimeter of Territories at Significant Flood Risk (TRI) in the Burgundy-Franche-Comté region,,,https://www.data.gouv.fr/organizations/5835d0a088ee3842afc65bb3,,,,eau | hydrogeologie | inondation | tracages,0,4,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/flood-zone-2,Flood Zone 2,,,nodeID://b717735640,,,,Elevation | flood,0,2,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/river-flood-maps-frm-fh-river-extent-l338,River Flood Maps (FRM_FH_RIVER_EXTENT_L),,,nodeID://b3138152927,,,,,0,0,floods,unknown,False,False,False,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/north-lincolnshire-council-local-flood-risk-management-strategy-significant-infrastructure-li,North Lincolnshire Council Local flood risk management strategy - Significant Infrastructure - Links,,,nodeID://b721836582,,,,,0,0,floods,unknown,False,False,False,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/north-lincolnshire-council-local-flood-risk-management-strategy-significant-infrastructure-no,North Lincolnshire Council Local flood risk management strategy - Significant Infrastructure - Nodes,,,nodeID://b717749479,,,,,0,0,floods,unknown,False,False,False,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/602effc37abfb05e457a57e2,"The floodplains of the Gard
",,,https://www.data.gouv.fr/organizations/5fd1e3ddd8016453bf402e4b,,,,,0,0,floods,unknown,False,False,False,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/saved-local-plan-policy-f8-identified-floodplain,Saved Local Plan Policy F8 - Identified Floodplain,,,nodeID://b3218621839,,,,,0,0,floods,unknown,False,False,False,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/6593b50c-67f7-4ec8-911c-fbcfd53daedc,Floodplains – fixed (Landkreis Heidekreis),2015-03-01,,,,http://publications.europa.eu/resource/authority/language/DEU,nodeID://b5816364095,GDIMRH | HSG | inspireidentifiziert | opendata,1,4,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/0a4d4291-7c1c-413b-bf2d-cf3dc84ae454,Regional Water Programme 2021-2027- European Flood Risk Directive (ROR),2022-07-21,,,,http://publications.europa.eu/resource/authority/language/NLD,nodeID://b5787962849,,1,0,floods,unknown,False,False,True,0,,False,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/242ff46b-e06b-4c8d-be2c-b958b6d96bff,Flooding - Vulnerability buildings extreme precipitation (2018),,,,,http://publications.europa.eu/resource/authority/language/NLD,nodeID://b4078486249,Extreme neerslag | Klimaatatlas | Panden | Wateroverlast,1,4,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/1a3f968d-52ed-41a9-afc8-8b2801f11e37,"INSPIRE_FloodAreas_2016_2021_20aar, View Service",,,,,,nodeID://b3743138679,INSPIRE,0,1,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/2d4eb8e3-1ee4-43fd-8d40-b4b820d28de2,"INSPIRE_FloodAreas_2016_2021_Combined, Viewing Service",,,,,,nodeID://b3743134456,INSPIRE,0,1,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/e628ccdc-3d96-4526-b810-6f0c8811cd8a,"INSPIRE_FloodAreas_2016_2021_50aar, Download Service",,,,,,nodeID://b5821618328,INSPIRE,0,1,floods,unknown,False,False,True,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/development-of-an-integrated-modeling-tool-to-assess-the-nutrient-dynamics-and-trophic-status-o,Development of an integrated modeling tool to assess the nutrient dynamics and trophic status of a decoupled floodplain along the Danube River in Austria,,,,,,,Nationalparks Austria | Naturschutz | OpenDocument | Schutzgebiet,0,4,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/frasspraferenzen-des-europaischen-bibers-castor-fiber-im-nationalpark-donau-auen-und-deren-ausw,Consumption preferences of the European Beaver (Castor fiber) in the Danube-Auen National Park and their impact on the vegetation of water-related floodplain areas,,,,,,,Biologie | Nationalparks Austria | Naturschutz | OpenDocument | Schutzgebiet,0,5,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/natural-floodplain-dynamics-shape-grasshopper-assemblages-of-meadows-in-the-donau-auen-national,Natural floodplain dynamics shape grasshopper assemblages of meadows in the Donau-Auen National Park (Austria),,,,,,,Nationalparks Austria | Naturschutz | OpenDocument | Schutzgebiet,0,4,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/population-density-and-habitat-preferences-in-a-tawny-owl-strix-aluco-population-in-floodplain-,Population density and habitat preferences in a Tawny Owl Strix aluco population in floodplain forests in Eastern Austria,,,,,,,Nationalparks Austria | Naturschutz | OpenDocument | Schutzgebiet,0,4,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/poster-fine-root-and-aboveground-carbon-stocks-of-recent-and-diked-floodplain-forests-in-austri,Poster: Fine root and aboveground carbon stocks of recent and diked floodplain forests in Austria — What are the main drivers,,,,,,,Nationalparks Austria | Naturschutz | OpenDocument | Schutzgebiet,0,4,floods,unknown,False,False,False,0,,False,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/c47eea45-a8f1-4e62-ad44-a8a338a4c160,"New-Aquitaine: Agen Sorting — WFD Protected Area Issues, Flood Directive",2016-12-15,2016-12-15,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b1900782884,agen | directive inondation | données ouvertes | nouvelle-aquitaine | tri,1,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/ed861d01-8c6d-45cc-8bd3-4a0dbd11012d,"New-Aquitaine: Basque Coastal Sorting (marine submersion) — Objects describing the right-of-way and useful features of flood-risk territory, Flood Directive",2017-01-11,2017-01-11,,,http://publications.europa.eu/resource/authority/language/FRA,nodeID://b2003412526,basque | directive inondation | données ouvertes | nouvelle-aquitaine | submersion | tri,1,6,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-1d707251-f427-45da-abfa-f67d7a2b860f,"Aquitaine: Sort of Pau — Communes used to calculate human issues in a flood scenario, Flood Directive",2016-11-17,2014-09-29,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b687299245,directive inondation | données ouvertes | pau | tri,1,4,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-1d9c161c-f0e0-44fe-b527-087c90576537,PPRN — RPP Perimeter Flooding — NANCY (54395),2020-11-18,2020-11-18,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b694246455,ddt54 | données ouvertes | inondation | pprn | risque,1,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-298cdc26-8c5a-4009-bff7-fb7425adb48a,"Perimeter of the Plan to prevent the foreseeable natural risks of flooding of the Loire du Val de Cisse in the Indre-et-Loire, approved on 29/01/01",2021-06-22,2021-07-29,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b1882477024,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-2b9ba497-babe-42f3-9026-048bbec8425a,"Perimeter of the PPRN flooding of the Blaise, in Eure-et-Loir (28)",2015-11-05,2016-08-26,,,http://publications.europa.eu/resource/authority/language/FRA,nodeID://b2003587146,données ouvertes | mouvement de terrain | pprn | périmètres,1,4,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-3d6d322d-a8c4-40f9-8137-f2cc24a06466,PPRN — RPP Regulated Area Flooding — MOSELLE Sector,2020-11-19,2020-11-19,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b721846330,ddt54 | données ouvertes | inondation | pprn | risque,1,5,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-496cc245-414c-4254-8db7-4979c77ee54b,Plan for the prevention of natural flood risks — Municipalities of the Tarn Sector — Revision n°2 Montauban — Document — Department of Tarn-et-Garonne,2022-08-12,2015-12-02,,,http://publications.europa.eu/resource/authority/language/FRA,nodeID://b2003593617,données ouvertes | pprn,1,2,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-546855dc-86a1-4840-b121-19a3a41bbe6e,"Flood hazard for a flood of the Vouge of occurrence 2 years, for Côte-d’Or",2018-03-13,2018-04-25,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b697347198,crue | données ouvertes | eau,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5dc3ffde-e05b-4349-b73a-e7d8ec615c28,Flooding areas by runoff (hydrogeomorphology) in the Gard,2019-02-04,2019-02-04,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b721856608,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5decaf7b-fabd-4b20-b40d-6effac3c6596,Regulatory zoning of the PPRN flood of the Commune of Savigny-lès-Beaune in Côte-d’Or,2017-03-16,2016-03-01,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b694132313,données ouvertes | inondation,1,2,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5f0162d4-c920-45c6-b1d6-a6c2838e8a6d,Limit of the reference flooding zone by hydraulic and hydrogeomorphological approach from Sarsonne to Ussel in Corrèze,2020-08-27,2020-08-27,,,http://publications.europa.eu/resource/authority/language/FRA,nodeID://b2003513111,données ouvertes | inondation | sarsonne,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-63770de1-59ce-4855-821c-8b758fb6de50,Plan for the prevention of natural flood risks — Municipalities of the Tarn Sector — Revision n°1 Bressols — Document — Department of Tarn-et-Garonne,2022-08-12,2015-11-30,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b1882477034,données ouvertes | inondation | pprn,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-6519963a-6b08-4913-a481-411040619c3c,Speeds in the flood zone in the crossing of Ussel (2009) in Corrèze,2020-09-18,2020-09-24,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b694191081,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-69c03da0-6e64-482d-b3dc-4b11e4afa60a,"Regulatory zoning of the Flood Risk Prevention Plan (PPRI) of Travo, Chiola and Solenzara in Upper Corsica",2019-05-27,2018-06-15,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b753159355,données ouvertes | inondation | ppri,1,3,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-72682db4-db27-4387-af46-64d4dc1f9e6f,Hazards Flooding of approved PPRNs in Haute-Garonne,2022-09-30,2017-05-24,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b1137068324,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-72830464-b203-4c96-9b1e-a09fe6f0f129,PPRN — RPP Regulated Area Flood — Giraumont (54227),2019-09-24,2019-09-24,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b687290208,ddt54 | données ouvertes | giraumont | inondation | pprn | risque,1,6,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/dd106135-4fee-4272-a048-73579dcc6c11,"Level of protection of regional flood defences of water board Amstel, Gooi and Vecht",2020-10-16,2016-12-12,,,http://publications.europa.eu/resource/authority/language/NLD,nodeID://b5653838286,,1,0,floods,unknown,False,False,True,0,,True,,,False,,,False,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-782652d3-44b0-4e17-a039-4e6cbe880d94,PPRN — RPP Perimeter Moselle Medium Flood — MESSEIN (54366),2019-09-17,2019-09-17,,,http://publications.europa.eu/resource/authority/language/FRA,nodeID://b2003620253,ddt54 | données ouvertes | inondation | messein | pprn | risque,1,6,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-8669a883-63fd-4ee7-99e9-fa9b8a5d5bf2,Limit of the reference flooding zone by hydraulic and hydrogeomorphological approach of the Auvézère in the crossing of Ségur-le-Château (2004) in Corrèze,2020-09-18,2020-09-24,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b687191086,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-894f7587-dce4-46ff-a9c2-0ac15dc55d07,Leashes and flood testimonies from PPRI 2013 Dordogne and tributaries in Saint Chamant — Corrèze,2020-10-16,2020-11-06,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b717997112,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
http://data.europa.eu/88u/dataset/fr-120066022-jdd-925a3fed-2379-4199-bf69-a00e9950454c,Issue Linear of the Plan for the Prevention of Predictable Natural Flood Risks of the Cher Valley in the Indre-et-Loire,2021-07-27,2021-07-29,,,http://publications.europa.eu/resource/authority/language/FRE,nodeID://b1157238992,données ouvertes,1,1,floods,unknown,False,False,True,0,,True,,,False,,,True,False,False
