dataset_id,title,description,domain,country,last_modified,temporal_span_years,update_frequency,has_coordinates,spatial_precision,is_open_license,license,format,description_length,num_keywords,has_eurovoc,num_languages,has_multilingual,publisher_type,publisher,dataset_uri,modified_date,temporal_start,temporal_end,keyword_raw,language_raw,has_license_flag,has_temporal_flag,is_machine_readable,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
http://data.europa.eu/88u/dataset/floodrisk,FloodRisk,,floods,unknown,2016-09-28,0,unknown,False,,False,,,0,3,False,1,False,other,,http://data.europa.eu/88u/dataset/floodrisk,2016-09-28T09:20:21.000Z,,,maps | open data | planning,,False,True,False,0.05,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.08,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.27,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/56016347c751df255c8dabf1,[DREAL LR] Atlas of flood zones in Languedoc-Roussillon,,floods,unknown,2016-02-10,0,unknown,False,,False,,,0,2,False,1,False,other,,http://data.europa.eu/88u/dataset/56016347c751df255c8dabf1,2016-02-10T23:34:37.079,,,donnees-ouvertes | risque-inondation,,False,True,False,0.04,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.05,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.22000000000000003,Insufficient,0.3,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/5b35e80c88ee38071da6f6fa,REGULATORY AREA OF THE FLOOD PREVENTION PLAN FOR BARLEY AND SALLEMOUILLE,,floods,unknown,2018-06-29,0,unknown,False,,False,,,0,0,False,1,False,other,,http://data.europa.eu/88u/dataset/5b35e80c88ee38071da6f6fa,2018-06-29T10:06:34.363,,,,,False,True,False,0.025,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005000000000000001,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14500000000000002,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/d2806093-ddfe-4656-ae1a-d4385d5f3e4a,Flood in Mozambique (2023-05-15),,floods,eu,,0,unknown,True,coordinates,False,,,0,14,True,1,False,eu_agency,,http://data.europa.eu/88u/dataset/d2806093-ddfe-4656-ae1a-d4385d5f3e4a,,,,CEMS | Copernicus | Copernicus EMS | Copernicus Emergency Management Service | Copernicus Emergency Management Service Rapid Mapping Activation | Copernicus Service | EMSR663 | Emergency | Emergency Management | Flood | MOZ | Mapping | Mozambique | Rapid Mapping,http://publications.europa.eu/resource/authority/language/ENG,False,True,False,0.25,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27,Insufficient,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.39,Insufficient,1.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/e3c92cd0-27af-48ca-897d-87247b15adca,Flood risk map Cultural damage map - PLUVIAL - future climate (with climate projection 2050) - high probability,,floods,unknown,,0,unknown,True,coordinates,False,,,0,4,False,1,False,other,,http://data.europa.eu/88u/dataset/e3c92cd0-27af-48ca-897d-87247b15adca,,,,Flood risk zones high probability scenario (Floods Directive) | Floods Directive | Gebieden met natuurrisico's | Water Information System for Europe (WISE),http://publications.europa.eu/resource/authority/language/NLD,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/4ba82102-13c0-4136-87ab-596243f06322,"New-Aquitaine: Arcachon Basin Sorting (marine submersion) — Issues related to WFD protected areas, Flood Directive",,floods,unknown,2017-09-01,0,unknown,True,coordinates,False,,,0,5,False,1,False,other,,http://data.europa.eu/88u/dataset/4ba82102-13c0-4136-87ab-596243f06322,2017-09-01,,,arcachon | directive inondation | données ouvertes | submersion | tri,http://publications.europa.eu/resource/authority/language/FRE,False,True,False,0.25,Insufficient,0.1,0.0,1.0,0.0,0.0,0.0,0.5,0.2,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.1,0.27,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/c14cf922-068e-4611-bb20-44a6b77e8d1e,"New-Aquitaine: Sorting of Agen — Water Height Zones, Flood Directive",,floods,unknown,2016-12-15,0,unknown,True,coordinates,False,,,0,5,False,1,False,other,,http://data.europa.eu/88u/dataset/c14cf922-068e-4611-bb20-44a6b77e8d1e,2016-12-15,,,agen | directive inondation | données ouvertes | nouvelle-aquitaine | tri,http://publications.europa.eu/resource/authority/language/FRE,False,True,False,0.25,Insufficient,0.1,0.0,1.0,0.0,0.0,0.0,0.5,0.2,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.1,0.27,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/edac240f-1dbd-4698-921d-5ce6522a0d1e,Flood Hazard Map — Sheet sections of flood hazard maps and reports,,floods,unknown,,0,unknown,True,coordinates,False,,,0,15,False,1,False,other,,http://data.europa.eu/88u/dataset/edac240f-1dbd-4698-921d-5ce6522a0d1e,,,,Blattschnitte | Fließgewässer | Gefahrenkarte | Gefährdung | Gewässer | HWRM | Hochwasser | Hochwassergefahrenkarte | Intensität | Interaktive Karte | Karte | Wasser | Wasserstand | Überflutungsfläche | Überschwemmung,http://publications.europa.eu/resource/authority/language/DEU,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/6b32f265-13f6-42a1-8b56-124872364779,Flooding areas in the district of Schaumburg,,floods,unknown,,0,unknown,True,coordinates,False,,,0,3,False,1,False,other,,http://data.europa.eu/88u/dataset/6b32f265-13f6-42a1-8b56-124872364779,,,,inspireidentifiziert | ÜSG | Überschwemmungsgebiete,http://publications.europa.eu/resource/authority/language/DEU,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/19532b82-1666-4150-ba75-2038b59552ca,"New-Aquitaine: Bordeaux Sorting (overflow hazard) — Issues related to WFD protected areas, Flood Directive",,floods,unknown,,0,unknown,True,coordinates,False,,,0,4,False,1,False,other,,http://data.europa.eu/88u/dataset/19532b82-1666-4150-ba75-2038b59552ca,,,,bordeaux | directive inondation | données ouvertes | tri,http://publications.europa.eu/resource/authority/language/FRE,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/a6f2ef96-a517-4478-9d14-5dad97b6cb09,"New-Aquitaine: Tonneins-Marmande Sorting — Speed Class Areas, Flood Directive",,floods,unknown,,0,unknown,True,coordinates,False,,,0,5,False,1,False,other,,http://data.europa.eu/88u/dataset/a6f2ef96-a517-4478-9d14-5dad97b6cb09,,,,directive inondation | données ouvertes | marmande | tonneins | tri,http://publications.europa.eu/resource/authority/language/FRE,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/ispra_rm-meta_ppriskfran01_sv,Population at risk of flooding – View Service,,floods,unknown,,0,unknown,True,coordinates,False,,,0,5,False,1,False,other,,http://data.europa.eu/88u/dataset/ispra_rm-meta_ppriskfran01_sv,,,,Rischio idraulico | Risk zone | eu | open data | popolazione,,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/181a8d38-c584-48f8-8d02-1e349ff99ff1,INSPIRE download service of of Flood Maps and Flood Risk Maps (MZP/MRP) data for Natural Hazard Zones INSPIRE theme,,floods,unknown,,0,unknown,True,coordinates,False,,,0,11,False,1,False,other,,http://data.europa.eu/88u/dataset/181a8d38-c584-48f8-8d02-1e349ff99ff1,,,,Download Service | Element narażony | Inspire | Powódź | Ryzyko powodziowe | Strefy ryzyka | Strefy zagrożenia naturalnego | Usługa pobierania | WFS | Web Feature Service | Zagrożenie powodziowe,,False,True,False,0.225,Insufficient,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.195,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/spamiteco_peligrosidad_inundacion_fluvial,Dangerousness due to river flooding,,floods,unknown,2016-12-20,0,unknown,True,coordinates,False,,,0,15,False,1,False,other,,http://data.europa.eu/88u/dataset/spamiteco_peligrosidad_inundacion_fluvial,2016-12-20,,,"10 años | 100 años | 500 años | España | Inundación fluvial, niveles y calados de inundación | Natural risk zones | Peligrosidad | Periodo de retorno | Probabilidad alta | Probabilidad baja | T10 | T100 | T500 | ZI | Zonas de riesgos naturales",http://publications.europa.eu/resource/authority/language/SPA,False,False,False,0.25,Insufficient,0.1,0.0,1.0,0.0,0.0,0.0,0.5,0.2,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.1,0.27,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/e221af21-96e7-4782-bccb-d6bbe1d75ca3,INSPIRE - Flood hazard 2019,,floods,unknown,2025-12-09,0,unknown,True,coordinates,False,,,0,1,False,1,False,other,,http://data.europa.eu/88u/dataset/e221af21-96e7-4782-bccb-d6bbe1d75ca3,2025-12-09T17:24:07Z,,,environment,http://publications.europa.eu/resource/authority/language/ENG,False,False,False,0.29000000000000004,Insufficient,0.3,0.0,1.0,0.0,0.0,0.0,0.3,0.18,Insufficient,0.0,0.0,0.8,0.3,0.0,0.0,0.3,0.23000000000000004,Insufficient,0.3,0.3,0.4,0.0,0.0,0.0,0.3
http://data.europa.eu/88u/dataset/06b5e5c2-df41-1e85-1128-f8253aabbc21,Flood hazard map Trier – Level 11.70 m – Flood hazard map Trier – Level 11.70 m,,floods,unknown,2023-11-28,0,unknown,True,coordinates,False,,,0,10,False,1,False,other,,http://data.europa.eu/88u/dataset/06b5e5c2-df41-1e85-1128-f8253aabbc21,2023-11-28,,,Druckwasser | Hochwasser | Hochwassergefahrenkarte | Hochwasserschutzkonzept | Pegel | Trier | infoMapAccessService | inspireidentifiziert | Überflutung | Überflutungsflächen,,False,False,False,0.25,Insufficient,0.1,0.0,1.0,0.0,0.0,0.0,0.5,0.2,Insufficient,0.0,0.0,0.8,0.5,0.0,0.0,0.1,0.27,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/68b08e3d-9325-4dbe-9593-ff3e9d079e73,Lake flood lines Land Salzburg,,floods,unknown,2024-05-14,0,unknown,False,,False,,,0,3,False,1,False,other,,http://data.europa.eu/88u/dataset/68b08e3d-9325-4dbe-9593-ff3e9d079e73,2024-05-14T00:00:00,,,Gewässer | HighValueDataset | Wasser,,False,False,False,0.05,Insufficient,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.08,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.27,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.1
http://data.europa.eu/88u/dataset/flood-map-flood-zone-3333,Flood Map: Flood Zone 3,,floods,unknown,,0,unknown,False,,False,,,0,1,False,1,False,other,,http://data.europa.eu/88u/dataset/flood-map-flood-zone-3333,,,,Natural risk zones,,False,False,False,0.015,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.21500000000000002,Insufficient,0.3,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/http-catalogue-georisques-gouv-fr-id-9433a0ca-ca3d-42eb-b79b-712ac34119b2,Territory at risk of flooding (TRI) of the GIS Flood Directive - Guadeloupe - 2013 report,,floods,france,,0,unknown,False,,False,,,0,9,False,1,False,other,,http://data.europa.eu/88u/dataset/http-catalogue-georisques-gouv-fr-id-9433a0ca-ca3d-42eb-b79b-712ac34119b2,,,,cartographie | directive-inondation | donnees-ouvertes | georisques | gestion-du-risque-dinondation | inondation | risque | surface-inondable | territoire-a-risque-dinondation,,False,False,False,0.025,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.075,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/5e9d5c610a3221a4c418094b,Belfort-Montbéliard Area at Significant Flood Risk (TRI),,floods,unknown,,0,unknown,False,,False,,,0,4,False,1,False,other,,http://data.europa.eu/88u/dataset/5e9d5c610a3221a4c418094b,,,,directive-inondation | dreal-bfc | inondation | zones-a-risque-naturel,,False,False,False,0.025,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.075,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/integralna-karta-razredov-poplavne-nevarnosti-ikrpn,Integrated map of flood hazard classes (IKRPN),,floods,unknown,,0,unknown,False,,False,,,0,1,False,1,False,other,,http://data.europa.eu/88u/dataset/integralna-karta-razredov-poplavne-nevarnosti-ikrpn,,,,Območja nevarnosti naravnih nesreč,,False,False,False,0.015,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.21500000000000002,Insufficient,0.3,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/north-lincolnshire-council-flood-risk-areas-strategic-flood-risk-assesment-sfra2,North Lincolnshire Council Flood risk areas - Strategic Flood Risk Assesment (SFRA),,floods,unknown,,0,unknown,False,,False,,,0,9,False,1,False,other,,http://data.europa.eu/88u/dataset/north-lincolnshire-council-flood-risk-areas-strategic-flood-risk-assesment-sfra2,,,,Areas | Assesment | Flood | Hydrography | Land use | Management | Risk | SFRA | Stratergy,,False,False,False,0.025,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.075,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/5ea22d17dfde7bf8806a9dd1,Perimeter of Territories at Significant Flood Risk (TRI) in the Burgundy-Franche-Comté region,,floods,unknown,,0,unknown,False,,False,,,0,4,False,1,False,other,,http://data.europa.eu/88u/dataset/5ea22d17dfde7bf8806a9dd1,,,,eau | hydrogeologie | inondation | tracages,,False,False,False,0.025,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.075,Insufficient,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.265,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/flood-zone-2,Flood Zone 2,,floods,unknown,,0,unknown,False,,False,,,0,2,False,1,False,other,,http://data.europa.eu/88u/dataset/flood-zone-2,,,,Elevation | flood,,False,False,False,0.015,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.045,Insufficient,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.21500000000000002,Insufficient,0.3,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/river-flood-maps-frm-fh-river-extent-l338,River Flood Maps (FRM_FH_RIVER_EXTENT_L),,floods,unknown,,0,unknown,False,,False,,,0,0,False,1,False,other,,http://data.europa.eu/88u/dataset/river-flood-maps-frm-fh-river-extent-l338,,,,,,False,False,False,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/north-lincolnshire-council-local-flood-risk-management-strategy-significant-infrastructure-li,North Lincolnshire Council Local flood risk management strategy - Significant Infrastructure - Links,,floods,unknown,,0,unknown,False,,False,,,0,0,False,1,False,other,,http://data.europa.eu/88u/dataset/north-lincolnshire-council-local-flood-risk-management-strategy-significant-infrastructure-li,,,,,,False,False,False,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/north-lincolnshire-council-local-flood-risk-management-strategy-significant-infrastructure-no,North Lincolnshire Council Local flood risk management strategy - Significant Infrastructure - Nodes,,floods,unknown,,0,unknown,False,,False,,,0,0,False,1,False,other,,http://data.europa.eu/88u/dataset/north-lincolnshire-council-local-flood-risk-management-strategy-significant-infrastructure-no,,,,,,False,False,False,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/602effc37abfb05e457a57e2,"The floodplains of the Gard
",,floods,unknown,,0,unknown,False,,False,,,0,0,False,1,False,other,,http://data.europa.eu/88u/dataset/602effc37abfb05e457a57e2,,,,,,False,False,False,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.0
