dataset_id,task,baseline_score,low_score,high_score
http://data.europa.eu/88u/dataset/fr-120066022-jdd-298cdc26-8c5a-4009-bff7-fb7425adb48a,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-2b9ba497-babe-42f3-9026-048bbec8425a,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-3d6d322d-a8c4-40f9-8137-f2cc24a06466,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-496cc245-414c-4254-8db7-4979c77ee54b,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-546855dc-86a1-4840-b121-19a3a41bbe6e,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5dc3ffde-e05b-4349-b73a-e7d8ec615c28,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5decaf7b-fabd-4b20-b40d-6effac3c6596,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5f0162d4-c920-45c6-b1d6-a6c2838e8a6d,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-63770de1-59ce-4855-821c-8b758fb6de50,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-6519963a-6b08-4913-a481-411040619c3c,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-69c03da0-6e64-482d-b3dc-4b11e4afa60a,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-72682db4-db27-4387-af46-64d4dc1f9e6f,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-72830464-b203-4c96-9b1e-a09fe6f0f129,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/dd106135-4fee-4272-a048-73579dcc6c11,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-782652d3-44b0-4e17-a039-4e6cbe880d94,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-8669a883-63fd-4ee7-99e9-fa9b8a5d5bf2,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-894f7587-dce4-46ff-a9c2-0ac15dc55d07,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-925a3fed-2379-4199-bf69-a00e9950454c,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-9c9b17a8-6849-420c-92c5-e880cdd49e76,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-9f74960e-f74b-42f8-922a-1a777b59e27b,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-a55d7a6d-5316-4db3-b7ab-4390ca0ca679,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-bdccdec4-8117-4a0e-956a-93a5552543a2,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-ca18d25f-9891-4f80-84d1-cf9e3eef2557,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-d332fb54-4993-46f2-92c1-bbdcaab85a03,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-d8d8b3db-958c-4dce-b49e-1de191cd485f,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-dbbe8730-0b48-4ff8-91c9-d94c79f669b1,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-ed83d26f-649b-4be8-a2f0-5f22926df4fa,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-ede61d47-e894-4b3e-ad54-ce034542b288,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-e98f332f-27b0-4a40-b679-ea0201126453,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-eff3875d-f5d7-49ae-acfb-c6bbddbce7df,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-f982843c-8b87-40fd-b815-a58d65707a53,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-ldd-9527a897-e567-4938-9170-b48f55fc7e36,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/0deb62ef-74d5-4614-ad3c-68ce7d800d20,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/17df37d6-3da8-4cc1-8ebb-b9f9e1022928,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/c849c60b-2ae2-4bc6-90e2-9b33ce213884,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/fedf296b-afd6-4058-8897-d67e2a06fc2e,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/fr-120066022-jdd-fad5834f-8c81-46a1-b27e-632463a09c3c,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/fr-120066022-ldd-23592e5f-26ea-4b39-a7ef-4e41fa755ad0,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/fr-120066022-ldd-26f1a868-890c-450d-a88a-610e06b13985,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/fr-120066022-ldd-491b714b-0b10-4ce8-a57d-fe7df3b4493d,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/fr-120066022-ldd-6b77509f-6fe4-4180-84a1-03757f536190,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/04afddcf-d061-4ae6-9484-cbf4e60bf70f,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/0da81e32-4330-4167-bfbb-d268650ff107,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/156c5cb2-a90f-46d1-970e-60b33ba55b6b,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/26d75302-7c1c-4349-a684-d6104e9267c9,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/2bd3cb14-02d2-4297-81ac-acdae9ed2817,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/54590b18-bd77-4788-a8cb-ff431cca8291,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/87c3959e-3c8c-4539-9d87-6cf09d63d232,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/91adc408-5b95-4c3f-b24f-72ad49d76c51,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/99125ab8-8793-4743-a04a-6f701ad90c31,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/9a7ba947-6ea8-467c-8de4-cf9771510f7d,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/a624ab55-c854-42ac-8197-bda9c799bd28,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/a8df6a63-fc1f-4ff0-9544-4eea88041ed7,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/b165cfac-7754-47b0-aa4d-fda28fb72d27,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/c18fe5bb-df0d-4729-ad8d-e150ee43877a,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-26557372-3cc2-4fbe-a8e5-bf1f5c1a9cc8,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-3b0d8225-f891-48f8-9ebc-c13c919e4432,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-416c51ce-836b-4509-9893-aec7718c0a69,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-0b6ea901-8aef-4811-b6b4-ddcb9d2966bd,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-17366a6c-61f3-4f68-a8b8-16adf2e36471,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-6378ae50-cc8b-419e-b0f9-0614beb74dc9,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-66e38d21-db93-4cd9-81f4-c6bd01d162a0,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-90a17739-4538-43d8-9028-a773d7122e47,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-92a732ee-d3ba-4d23-8731-1a2d45abbc2d,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-a360d2ac-009d-439c-8b04-21022d3eb4a9,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-a404fa38-4eb9-42bc-b121-9b2b088d69a8,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-a77b6a95-0c2d-4233-916e-7a33418f5ffc,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/fr-120066022-jdd-51c6eae2-547c-42ab-becd-16990e77fed1,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-80a793e6-9428-463f-b8c8-2d8ffb62a097,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-cf91f1c9-6afd-4584-bf28-1b82692050a5,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-d3cee286-496e-478b-8b68-e4a8b2b62714,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-ef11e3d1-56cf-4d21-b5fe-8f09f93bee7d,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-5cc837dd-02aa-488a-aa2c-9e1a14849429,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-ba22c2f5-3ce3-477c-8603-b1e35e0dc1a1,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/fr-120066022-jdd-b6a7bc6b-eea3-4b3f-a437-4aba131cdf4f,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-d255fb82-0fb8-457e-acff-1aac65e3f591,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-jdd-e15f3a7a-40ee-425c-8a43-924caf8862c5,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/5a5026dc-608a-418d-9c7d-6ab8f64dff5e,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/71e4b5b5-a542-4bc8-b320-d9e8ce2e2edf,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/73062cbb-4710-444c-a49a-94f30bd14f49,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/732ff761-d79a-4385-8390-742a4a8c03da,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/8cc5ec75-bbca-4a5b-9cae-782b88e3fd47,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/9361dba6-11d3-44da-be47-d9ce9f91a608,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/aa301563-4ee6-4283-8c61-cef41a41145e,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/c48175c1-3b1b-4960-908d-2d73bdf1bbaa,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/c7395a29-3c33-440e-a2d4-762b350f5e82,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/cea8656f-127b-4c45-9f63-4aabd2265728,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/d1e0b991-03a7-455a-a790-06f3294ca328,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/d53190b7-bac0-4c3b-a2a3-d31938c6726c,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/e5bf0cb1-fd2a-4679-9ac2-8f5b1220caaf,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/f522f73c-db5c-4c69-8aa2-30cd3c0b1110,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/fb412470-c8e1-40bb-9e0a-f764f6dae5c5,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/aba94d33-88a2-47c0-a263-e8e44116942a,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/f5441b44-ce4b-4b97-8845-1b6a5c25ae84,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/bf30f405-b695-4ed9-98fa-b5c3d2070d10,early_warning,0.2,0.21333333333333335,0.18823529411764706
http://data.europa.eu/88u/dataset/bad969c8-021c-4139-9996-48cc3ea8799d,early_warning,0.2,0.21333333333333335,0.18823529411764706
http://data.europa.eu/88u/dataset/54676704-23ad-4478-ac42-450a019dd216,early_warning,0.385,0.3573333333333334,0.40941176470588236
http://data.europa.eu/88u/dataset/e95008fc-0945-4d66-8bc9-e50ab3f50401~~2,early_warning,0.47500000000000003,0.44,0.5058823529411764
http://data.europa.eu/88u/dataset/227aa29f-1fb8-490a-87fc-8d834ba35a23,early_warning,0.35000000000000003,0.34,0.35882352941176476
http://data.europa.eu/88u/dataset/dea7adb1-b874-4a9c-a31d-38dc00ab4461,early_warning,0.30000000000000004,0.3,0.30000000000000004
http://data.europa.eu/88u/dataset/f7d9b01f-f832-438c-a2db-18fdbb54019d~~1,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/https-dadesobertes-gva-es-dataset-pima-adapta-impactos-escenarios-de-inundacion,early_warning,0.1,0.08666666666666667,0.11176470588235295
http://data.europa.eu/88u/dataset/637c3de9-3f06-441b-8ba6-9be88857b0f0,early_warning,0.25,0.26666666666666666,0.23529411764705882
http://data.europa.eu/88u/dataset/c3cf9504-f45d-4dc2-a4df-4c3dcdf00550,early_warning,0.25,0.26666666666666666,0.23529411764705882
http://data.europa.eu/88u/dataset/fr-120066022-jdd-f4356327-d74e-4a80-97d7-602b46a1a93d,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/00881d7d-a1ac-4357-8901-5179867df6f1,early_warning,0.30000000000000004,0.3,0.30000000000000004
http://data.europa.eu/88u/dataset/ba0d48d6-477c-4b99-adc2-9d9a0edba1b7,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/054b931a-e8df-460a-8ad7-0531d61bd4b5,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/0e23332b-c03d-488a-9d12-0999dfb3aa4c,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/14799504-5328-4142-b1c8-d17f2c3d458d,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/19568f36-985e-4169-b8ab-94193e443186,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/fr-120066022-ldd-b629fb13-978a-429c-bd83-b9b5b1d796f5,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/ae284376-defd-4288-a98e-ac14aacda28e,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/e68a4482-739c-47c8-8df6-aca43a32c2f2,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/06a75330-49e1-482e-b430-7adf3a8863bc,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/723f0742-727b-45ec-a70d-df6292b7e003,early_warning,0.2,0.21333333333333335,0.18823529411764706
http://data.europa.eu/88u/dataset/md_ideeu_arpsi_capv_es,early_warning,0.2,0.21333333333333335,0.18823529411764706
http://data.europa.eu/88u/dataset/ispra_rm-06idrohazard2015_svd,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/https-kod-brno-cz-nkod-dataset-4271b34e889346b9b4d0d742cc285a06_0-ttl,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/https-opendata-plzen-eu-public-opendata-dataset-54,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/https-opendata-plzen-eu-public-opendata-dataset-26,early_warning,0.21500000000000002,0.22933333333333333,0.2023529411764706
http://data.europa.eu/88u/dataset/42299-risicoanalyse-wateroverlast-hevige-neerslag-2023-veiligheid-begaanbaarheid-wegen-35mm-,early_warning,0.025,0.02666666666666667,0.023529411764705882
http://data.europa.eu/88u/dataset/42301-risicoanalyse-wateroverlast-hevige-neerslag-2023-veiligheid-begaanbaarheid-wegen-70mm-,early_warning,0.025,0.02666666666666667,0.023529411764705882
http://data.europa.eu/88u/dataset/reduction-in-risk-of-flooding-from-rivers-and-sea-due-to-defences,early_warning,0.025,0.02666666666666667,0.023529411764705882
http://data.europa.eu/88u/dataset/flood-risk-forecast-application-programming-interface-api1,early_warning,0.015,0.016,0.014117647058823528
http://data.europa.eu/88u/dataset/flood-plan-explorer,early_warning,0.025,0.02666666666666667,0.023529411764705882
http://data.europa.eu/88u/dataset/flood-defence-structures,early_warning,0.015,0.016,0.014117647058823528
http://data.europa.eu/88u/dataset/flood-risk-areas-cycle-23,early_warning,0.0,0.0,0.0
http://data.europa.eu/88u/dataset/034bff76-2c2e-403a-992b-a2b9d183963e~~1,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/r_lombar-40744047-ef79-4221-b4cf-a11c6506d847,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/8cc0cb7d-6a2e-4628-8b12-06d39a60d571,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/f8295c27-ac47-4a9e-b4c4-7f59c698147e,early_warning,0.25,0.26,0.2411764705882353
http://data.europa.eu/88u/dataset/6c4a83ff-82b8-49c2-9f80-d941eef6d0e4,early_warning,0.225,0.23333333333333334,0.21764705882352942
http://data.europa.eu/88u/dataset/162e3e02-c77b-48ce-8352-f0e8443830a5,early_warning,0.24,0.24933333333333335,0.23176470588235296
http://data.europa.eu/88u/dataset/bf19e392-8500-44b7-976e-17a8c11fc445~~1,early_warning,0.225,0.24000000000000002,0.21176470588235294
http://data.europa.eu/88u/dataset/32555661-be0c-4792-bd80-a4b93983c345,early_warning,0.225,0.24000000000000002,0.21176470588235294
